X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
396370.0,139140.199999999,25147308,2025/09/26 21:23:18+00,EVENING,OTHERS,BURGLARY,2300 - 2399 BLOCK OF 18TH STREET NW,396370,139140.2,1,1C,3,303,Cluster 1,003802 1,003802,Precinct 24,38.9201252331,-77.041859151,ADAMS MORGAN,2025/09/26 18:16:00+00,2025/09/26 20:55:00+00,806956185,
400384.780000001,136927.940000001,25147182,2025/09/26 17:12:32+00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF H STREET NE,400384.78,136927.94,6,6A,1,104,Cluster 25,010602 2,010602,Precinct 83,38.9002038516,-76.9955641693,,2025/09/26 16:14:00+00,2025/09/26 16:45:00+00,806956186,
407370.181000002,136522.622000001,25146973,2025/09/26 06:37:10+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,500 - 599 BLOCK OF 60TH STREET NE,407370.180964792,136522.622044124,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,38.8965217898,-76.9150392629,,2025/09/26 04:37:00+00,2025/09/26 05:40:00+00,806956187,
400664.769000001,132892.069699999,25424161,2025/09/26 12:01:19+00,DAY,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF SHANNON PLACE SE,400664.76899057,132892.069720754,8,8A,7,703,Cluster 37,007401 1,007401,Precinct 119,38.8638470038,-76.9923402969,,2025/08/24 21:15:00+00,2025/08/24 23:15:00+00,806956188,
398010.640000001,136026.129999999,25424015,2025/09/16 11:32:07+00,DAY,OTHERS,THEFT/OTHER,700 - 899 BLOCK OF CONSTITUTION AVENUE NW,398010.64,136026.13,2,2C,1,102,Cluster 45,980000 1,980000,Precinct 129,38.8920778517,-77.0229311793,DOWNTOWN,2025/09/13 20:15:00+00,2025/09/13 20:45:00+00,806956231,
396830.43,137253.620000001,25132356,2025/08/30 13:07:03+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2025/08/30 12:36:00+00,2025/08/30 12:46:00+00,806956286,
401740.25,137077.199999999,25141128,2025/09/15 13:40:15+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,401740.25,137077.2,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9015468006,-76.9799376272,,2025/09/15 12:24:00+00,2025/09/15 13:10:00+00,806956546,
401135.238200001,135140.8046,25137725,2025/09/09 11:40:59+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF D STREET SE,401135.238207006,135140.804634841,6,6B,1,107,Cluster 26,006900 2,006900,Precinct 91,38.8841040245,-76.9869156707,,2025/09/09 04:00:00+00,,806956680,
400384.409999996,135898.920000002,25138141,2025/09/10 01:42:30+00,EVENING,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF A STREET NE,400384.41,135898.92,6,6C,1,108,Cluster 26,008200 1,008200,Precinct 85,38.8909340635,-76.9955690105,,2025/09/09 17:00:00+00,2025/09/09 20:35:00+00,806956681,
397162.060000002,140182.43,25141898,2025/09/16 20:36:05+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/09/16 20:06:00+00,2025/09/16 20:36:00+00,806964100,
397171.109999999,137408.25,25136728,2025/09/07 13:25:05+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF VERMONT AVENUE NW,397171.11,137408.25,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 17,38.9045261865,-77.0326140595,DOWNTOWN,2025/09/07 13:13:00+00,2025/09/07 13:15:00+00,806964151,
393930.75,143053.27,25142429,2025/09/17 22:13:17+00,EVENING,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF CONNECTICUT AVENUE NW,393930.75,143053.27,3,3F,2,203,Cluster 10,001402 3,001402,Precinct 138,38.9553618526,-77.0700218345,,2025/09/17 20:52:00+00,2025/09/17 21:30:00+00,806964450,
398809.619999997,134827.670000002,25423978,2025/09/12 11:31:43+00,DAY,OTHERS,THEFT/OTHER,1 - 299 BLOCK OF G STREET SW,398809.62,134827.67,6,6D,1,103,Cluster 9,010500 3,010500,Precinct 128,38.881283114,-77.0137193306,SOUTHWEST,2025/09/03 18:01:00+00,2025/09/03 18:02:00+00,806964554,
406531.0207,135343.77,25135563,2025/09/05 10:26:49+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,5300 - 5399 BLOCK OF B STREET SE,406531.020676014,135343.76997903,7,7E,6,604,Cluster 33,009905 1,009905,Precinct 105,38.8859088898,-76.9247239953,,2025/09/05 09:03:00+00,2025/09/05 09:40:00+00,806964909,
400130.049999997,137796.989999998,25134578,2025/09/03 18:44:56+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1250 - 1299 BLOCK OF 5TH STREET NE,400130.05,137796.99,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9080326343,-76.9985005897,,2025/07/27 11:00:00+00,,806964989,
397489.479999997,143383.050000001,25137359,2025/09/09 17:35:15+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF MADISON STREET NW,397489.48,143383.05,4,4E,4,403,Cluster 18,002002 2,002002,Precinct 54,38.9583499777,-77.0289654523,,2025/09/08 17:50:00+00,2025/09/08 18:41:00+00,806964999,
402530.270000003,136674.149999999,25423780,2025/08/29 16:32:44+00,DAY,OTHERS,THEFT/OTHER,2500 - 2598 BLOCK OF BENNING ROAD NE,402530.27,136674.15,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8979140626,-76.9708314119,,2025/08/28 01:31:00+00,2025/08/28 01:35:00+00,806965016,
393039.43,142375.16,25145084,2025/09/22 22:07:49+00,EVENING,OTHERS,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,393039.43,142375.16,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,38.9492466458,-77.0802982386,,2025/09/22 19:48:00+00,2025/09/22 19:54:00+00,806965344,
401707.619999997,136161.629999999,25127609,2025/08/29 04:14:32+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1700 - 1719 BLOCK OF C STREET NE,401707.62,136161.63,7,7D,1,108,Cluster 25,008002 2,008002,Precinct 86,38.8932990782,-76.9803160762,,2025/08/19 22:19:00+00,2025/08/21 23:26:00+00,806965383,
400779.481200002,132981.499400001,25144390,2025/09/21 12:50:42+00,DAY,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF SHANNON PLACE SE,400779.481214676,132981.499416837,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 119,38.8646525293,-76.9910184407,ANACOSTIA,2025/09/21 12:12:00+00,2025/09/21 12:14:00+00,806965592,
400161.239,128647.182799999,25139549,2025/09/12 17:07:20+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF ELMIRA STREET SE,400161.239038103,128647.182836815,8,8E,7,706,Cluster 39,009811 3,009811,Precinct 125,38.8256074175,-76.9981431417,,2025/09/10 16:37:00+00,2025/09/10 16:38:00+00,806965684,
398438.700000003,141220.789999999,25136127,2025/09/06 05:16:48+00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF RANDOLPH STREET NW,398438.7,141220.79,4,4C,4,407,Cluster 18,002301 1,002301,Precinct 45,38.9388739419,-77.0180087815,,2025/09/06 04:26:00+00,2025/09/06 05:20:00+00,806965880,
399214.789999999,137753.75,25135041,2025/09/04 11:49:42+00,DAY,OTHERS,THEFT/OTHER,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,399214.79,137753.75,6,6E,1,102,Cluster 8,004704 2,004704,Precinct 1,38.9076427724,-77.0090530223,,2025/09/04 11:01:00+00,2025/09/04 11:56:00+00,806965905,
398186.039999999,137185.329999998,25137489,2025/09/09 02:25:27+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/09/08 21:46:00+00,2025/09/08 22:30:00+00,806965906,
399580.380400002,129549.249200001,25135729,2025/09/05 18:02:14+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 165 BLOCK OF MISSISSIPPI AVENUE SE,399580.380445564,129549.249237652,8,8D,7,707,Cluster 39,009803 2,009803,Precinct 124,38.8337335659,-77.0048329656,,2025/08/28 22:00:00+00,2025/09/05 18:00:00+00,806965911,
397700.460000001,136611.23,25133050,2025/08/31 23:17:10+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2025/08/31 20:39:00+00,2025/08/31 21:13:00+00,806965965,
394622.450000003,137482.75,25142452,2025/09/17 23:39:17+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3199 BLOCK OF M STREET NW,394622.45,137482.75,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.905185411,-77.0619979449,GEORGETOWN,2025/09/17 22:00:00+00,2025/09/17 22:01:00+00,806965998,
398698.520000003,138541.010000002,25145557,2025/09/23 18:39:05+00,DAY,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF RHODE ISLAND AVENUE NW,398698.52,138541.01,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 20,38.9147340654,-77.0150068121,,2025/09/23 17:20:00+00,2025/09/23 18:12:00+00,806965999,
397561.399999999,143530.960000001,25145696,2025/09/24 02:58:53+00,EVENING,OTHERS,ROBBERY,5700 - 5899 BLOCK OF GEORGIA AVENUE NW,397561.4,143530.96,4,4E,4,403,Cluster 18,002002 2,002002,Precinct 54,38.9596825918,-77.028136192,,2025/09/23 21:33:00+00,2025/09/24 02:10:00+00,806966000,
397868.68,141140.379999999,25136016,2025/09/06 01:16:23+00,EVENING,OTHERS,THEFT/OTHER,3800 - 3899 BLOCK OF GEORGIA AVENUE NW,397868.68,141140.38,4,4C,4,404,Cluster 18,002503 2,002503,Precinct 47,38.938148387,-77.024583415,,2025/09/06 00:48:00+00,2025/09/06 01:08:00+00,806966174,
398594.850000001,138960.949999999,25141789,2025/09/16 16:30:38+00,DAY,OTHERS,THEFT F/AUTO,200 - 399 BLOCK OF V STREET NW,398594.85,138960.95,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,38.9185168643,-77.0162030462,,2025/09/16 13:30:00+00,2025/09/16 16:00:00+00,806966230,
400380.009999998,130628.280000001,25144737,2025/09/22 02:37:19+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,700 - 709 BLOCK OF ALABAMA AVENUE SE,400380.01,130628.28,8,8C,7,705,Cluster 39,010400 1,010400,Precinct 123,38.8434539811,-76.9956226413,,2025/09/21 23:24:00+00,2025/09/22 02:21:00+00,806966231,
399958.030000001,137698.940000001,25133802,2025/09/02 08:17:10+00,MIDNIGHT,GUN,ROBBERY,4TH STREET NE AND FLORIDA AVENUE NE,399958.03001391,137698.93999722,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9071493746,-77.0004838866,,2025/09/02 07:29:00+00,2025/09/02 07:45:00+00,806966232,
399351.719999999,137531.68,25135673,2025/09/05 15:10:19+00,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF M STREET NE,399351.72,137531.68,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,38.9056424003,-77.007474088,NOMA,2025/09/05 14:39:00+00,2025/09/05 14:48:00+00,806966233,
405933.630400002,135213.126600001,25138284,2025/09/10 19:44:59+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4900 - 4999 BLOCK OF CALL PLACE SE,405933.630435459,135213.126618909,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,38.8847362395,-76.9316105912,,2025/09/10 11:41:00+00,2025/09/10 12:44:00+00,806966234,
407163.810000002,135613.140000001,25142471,2025/09/17 23:03:45+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 199 BLOCK OF 58TH STREET SE,407163.81,135613.14,7,7C,6,604,Cluster 33,009903 1,009903,Precinct 105,38.8883305478,-76.9174277134,,2025/09/17 21:59:00+00,2025/09/17 23:05:00+00,806966235,
398221.350000001,140558.210000001,25138061,2025/09/09 23:13:13+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3500 - 3536 BLOCK OF WARDER STREET NW,398221.35,140558.21,1,1E,4,409,Cluster 2,003200 2,003200,Precinct 43,38.9329048103,-77.020514083,,2025/08/05 22:30:00+00,2025/08/06 06:00:00+00,806966259,
397085.469999999,142026.190000001,25146009,2025/09/24 15:11:08+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF BUCHANAN STREET NW,397085.47,142026.19,4,4E,4,404,Cluster 18,002501 2,002501,Precinct 48,38.9461257691,-77.0336210044,,2025/09/01 20:50:00+00,2025/09/24 20:55:00+00,806966295,
403587.972999997,135089.320700001,25136306,2025/09/06 19:58:05+00,EVENING,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF ELY PLACE SE,403587.973025283,135089.320730794,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,38.8836336498,-76.9586466414,,2025/09/06 15:49:00+00,2025/09/06 16:27:00+00,806966296,
398185.240000002,138058.149999999,25135569,2025/09/05 10:23:18+00,MIDNIGHT,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF MARION STREET NW,398185.24,138058.15,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9103833894,-77.0209239491,,2025/09/04 15:55:00+00,2025/09/04 16:00:00+00,806966451,
399593.770000003,138180.609999999,25423781,2025/08/29 16:32:56+00,DAY,OTHERS,THEFT/OTHER,1600 - 1626 BLOCK OF ECKINGTON PLACE NE,399593.77,138180.61,5,5F,5,502,Cluster 21,008702 2,008702,Precinct 75,38.9114883305,-77.0046838521,NOMA,2025/07/21 16:00:00+00,2025/08/29 16:00:00+00,807262864,
400331.079999998,134630.510000002,25423826,2025/09/04 12:31:54+00,DAY,OTHERS,THEFT/OTHER,742 - 799 BLOCK OF 7TH STREET SE,400331.08,134630.51,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8795077634,-76.996184342,CAPITOL HILL,2025/09/01 15:25:00+00,2025/09/01 22:30:00+00,807262865,
393528.270000003,141219.579999998,25423911,2025/09/09 16:03:43+00,DAY,OTHERS,THEFT F/AUTO,3700 - 3899 BLOCK OF WISCONSIN AVENUE NW,393528.27,141219.58,3,3A,2,203,Cluster 15,000600 4,000600,Precinct 29,38.938840593,-77.0746480046,,2025/09/07 20:45:00+00,2025/09/07 22:15:00+00,807262866,
397920.270000003,137620.98,25423940,2025/09/10 13:31:23+00,DAY,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF 9TH STREET NW,397920.27,137620.98,2,2G,3,307,Cluster 7,004902 2,004902,Precinct 129,38.9064446244,-77.023977695,,2025/09/09 16:00:00+00,2025/09/09 20:00:00+00,807262867,
398247.310000002,134720.219999999,25424060,2025/09/18 15:02:33+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF H STREET SW,398247.31,134720.22,6,6D,1,103,Cluster 9,010202 2,010202,Precinct 142,38.8803142215,-77.0201997741,SOUTHWEST,2025/09/18 07:23:00+00,2025/09/18 07:23:00+00,807262868,
402659.770400003,131024.143199999,25131603,2025/08/29 07:01:56+00,MIDNIGHT,OTHERS,THEFT/OTHER,3400 - 3465 BLOCK OF 25TH STREET SE,402659.770432421,131024.143223021,8,8E,7,704,Cluster 38,007409 1,007409,Precinct 116,38.8470161534,-76.9693604104,,2025/08/29 05:17:00+00,2025/08/29 06:39:00+00,807263616,
398051.57,145882.100000001,25131661,2025/08/29 10:51:42+00,MIDNIGHT,OTHERS,THEFT/OTHER,7427 - 7489 BLOCK OF BLAIR ROAD NW,398051.57,145882.1,4,4B,4,401,Cluster 17,010300 2,010300,Precinct 63,38.9808634446,-77.0224873684,,2025/08/21 16:00:00+00,2025/08/28 12:30:00+00,807263617,
395540.119999997,137133.82,25131980,2025/08/29 21:54:40+00,EVENING,OTHERS,ROBBERY,900 - 1010 BLOCK OF 24TH STREET NW,395540.12,137133.82,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,38.9020472622,-77.051415835,,2025/08/29 20:34:00+00,2025/08/29 21:36:00+00,807263618,
401418.649999999,135835.829999998,25132178,2025/08/30 03:43:43+00,MIDNIGHT,GUN,ROBBERY,1 - 99 BLOCK OF 15TH STREET NE,401418.65,135835.83,7,7D,1,108,Cluster 26,008002 1,008002,Precinct 86,38.8903646646,-76.9836477379,,2025/08/30 01:45:00+00,2025/08/30 01:45:00+00,807263619,
406954.049999997,136726.640000001,25133266,2025/09/01 05:37:57+00,MIDNIGHT,OTHERS,ROBBERY,5600 - 5699 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,406954.05,136726.64,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,38.8983630471,-76.9198341999,,2025/09/01 03:10:00+00,2025/09/01 05:30:00+00,807263620,
399950.43,129258.09,25133286,2025/09/01 08:28:00+00,MIDNIGHT,GUN,SEX ABUSE,3910 - 3999 BLOCK OF 4TH STREET SE,399950.430013907,129258.090037382,8,8D,7,708,Cluster 39,009801 1,009801,Precinct 121,38.8311107682,-77.000570901,,2025/09/01 02:30:00+00,,807263621,
399283.189999998,134605.960000001,25135363,2025/09/04 22:58:51+00,EVENING,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2025/09/04 22:24:00+00,2025/09/04 22:28:00+00,807263622,
396289.789999999,141118.75,25136258,2025/09/06 14:43:35+00,DAY,OTHERS,THEFT F/AUTO,1800 - 1903 BLOCK OF QUINCY STREET NW,396289.79,141118.75,4,4E,4,404,Cluster 18,002600 1,002600,Precinct 47,38.9379482887,-77.0427947838,,2025/08/12 20:00:00+00,2025/08/12 23:00:00+00,807263623,
393763.810000002,140935.489999998,25136444,2025/09/06 21:38:24+00,EVENING,OTHERS,THEFT F/AUTO,3600 - 3687 BLOCK OF ORDWAY STREET NW,393763.81,140935.49,3,3A,2,203,Cluster 15,000600 4,000600,Precinct 27,38.9362831305,-77.0719285937,,2025/09/06 14:00:00+00,2025/09/06 21:38:00+00,807264010,
402158.310000002,138824.530000001,25136701,2025/09/07 11:29:51+00,DAY,OTHERS,THEFT/OTHER,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2025/09/07 11:03:00+00,2025/09/07 11:17:00+00,807264011,
404530.25,136961.690000001,25137729,2025/09/09 15:06:45+00,DAY,OTHERS,THEFT F/AUTO,723 - 800 BLOCK OF KENILWORTH TERRACE NE,404530.25,136961.69,7,7D,6,601,Cluster 30,009602 3,009602,Precinct 100,38.9004962942,-76.9477740382,,2025/09/09 10:31:00+00,2025/09/09 14:28:00+00,807264012,
401897.560000002,135000.25,25138863,2025/09/11 13:33:10+00,DAY,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF E STREET SE,401897.56,135000.25,6,6B,1,107,Cluster 26,006804 1,006804,Precinct 87,38.8828365396,-76.9781298243,,2025/09/10 23:00:00+00,2025/09/10 23:35:00+00,807264013,
403153.810000002,139839.710000001,25139770,2025/09/12 22:53:10+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2804 - 2898 BLOCK OF BLADENSBURG ROAD NE,403153.81,139839.71,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9264284806,-76.9636287941,,2025/09/12 22:04:00+00,2025/09/12 22:50:00+00,807264014,
394743.659999996,138071.620000001,25142296,2025/09/17 18:21:09+00,DAY,OTHERS,THEFT F/AUTO,3000 - 3099 BLOCK OF Q STREET NW,394743.66,138071.62,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9104908875,-77.0606050185,,2025/09/17 13:00:00+00,2025/09/17 15:00:00+00,807264015,
399283.030000001,129409.949999999,25143818,2025/09/20 07:26:01+00,MIDNIGHT,OTHERS,THEFT/OTHER,3846 - 3999 BLOCK OF SOUTH CAPITOL STREET,399283.03,129409.95,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8324785022,-77.0082575523,,2025/09/20 06:10:00+00,2025/09/20 07:10:00+00,807264016,
400879.453599997,132468.1587,25143987,2025/09/21 02:22:48+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1400 - 1407 BLOCK OF HOWARD ROAD SE,400879.453598769,132468.158712361,8,8B,7,703,Cluster 37,007407 3,007407,Precinct 119,38.8600280478,-76.9898671672,,2025/09/18 19:00:00+00,2025/09/20 20:14:00+00,807265687,
397998.100000001,140745.82,25144412,2025/09/21 14:31:49+00,DAY,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF OTIS PLACE NW,397998.1,140745.82,1,1E,4,409,Cluster 2,003200 1,003200,Precinct 43,38.9345943775,-77.023089487,,2025/09/21 01:00:00+00,2025/09/21 13:20:00+00,807265688,
396838.689999998,140419.649999999,25144526,2025/09/21 19:12:16+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,16TH STREET NW AND PARK ROAD NW,396838.69001102,140419.65001574,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 40,38.9316527329,-77.0364603704,,2025/09/21 17:32:00+00,2025/09/21 19:00:00+00,807265689,
399878.210000001,137742.289999999,25144885,2025/09/22 14:04:28+00,DAY,OTHERS,BURGLARY,300 - 385 BLOCK OF FLORIDA AVENUE NE,399878.21,137742.29,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.907539879,-77.001404167,NOMA,2025/09/20 15:00:00+00,2025/09/22 14:03:00+00,807265690,
392727.619999997,138295.379999999,25145055,2025/09/22 19:55:47+00,EVENING,OTHERS,THEFT/OTHER,4432 - 4499 BLOCK OF RESERVOIR ROAD NW,392727.62,138295.38,3,3D,2,205,Cluster 13,000802 2,000802,Precinct 7,38.9124922237,-77.0838520951,,2025/09/22 12:30:00+00,2025/09/22 19:30:00+00,807265691,
402071.299999997,131148.350000001,25146114,2025/09/24 18:12:52+00,DAY,OTHERS,THEFT/OTHER,1900 - 2199 BLOCK OF SAVANNAH TERRACE SE,402071.3,131148.35,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,38.848136645,-76.9761390018,,2025/09/24 17:30:00+00,,807265692,
400305.130000003,142460.68,25146264,2025/09/24 22:17:05+00,EVENING,OTHERS,BURGLARY,600 - 799 BLOCK OF EMERSON STREET NE,400305.13,142460.68,5,5A,4,405,Cluster 20,009509 3,009509,Precinct 66,38.9500445574,-76.996479933,,2025/09/24 10:00:00+00,2025/09/24 21:28:00+00,807265693,
394392.060000002,137257.780000001,25147529,2025/09/27 03:09:05+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF PAPER MILL COURT NW,394392.06,137257.78,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.9031573629,-77.0646522807,,2025/09/26 21:30:00+00,2025/09/26 22:30:00+00,807265694,
401535.270000003,131621.84,25147617,2025/09/27 08:09:48+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,3033 - 3098 BLOCK OF STANTON ROAD SE,401535.27,131621.84,8,8C,7,704,Cluster 38,007404 1,007404,Precinct 117,38.8524031478,-76.9823129126,,2025/09/27 05:48:00+00,2025/09/27 08:05:00+00,807265695,
394622.450000003,137482.75,25147886,2025/09/27 20:43:00+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3199 BLOCK OF M STREET NW,394622.45,137482.75,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.905185411,-77.0619979449,GEORGETOWN,2025/09/27 19:45:00+00,2025/09/27 20:30:00+00,807265696,
403949.432099998,135293.9593,25146828,2025/09/25 23:45:33+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,200 - 499 BLOCK OF ANACOSTIA ROAD SE,403949.432097618,135293.959290984,7,7F,6,603,Cluster 32,007703 3,007703,Precinct 107,38.8854755628,-76.9544794517,,2025/09/25 22:44:00+00,2025/09/25 23:42:00+00,807267698,
399591.9749,135355.32,25146848,2025/09/26 02:28:20+00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF C STREET SE,399591.974941574,135355.31999504,6,6B,1,106,Cluster 26,006500 1,006500,Precinct 130,38.8860370991,-77.004702871,CAPITOL HILL,2025/09/25 22:16:00+00,2025/09/26 00:27:00+00,807267699,
393945.909999996,142757.739999998,25147121,2025/09/26 16:34:45+00,DAY,OTHERS,THEFT/OTHER,4800 - 4899 BLOCK OF 36TH STREET NW,393945.91,142757.74,3,3F,2,203,Cluster 12,001200 1,001200,Precinct 33,38.9526997447,-77.0698443228,,2025/07/04 13:00:00+00,2025/09/23 16:30:00+00,807267700,
398055.899999999,138735.949999999,25147930,2025/09/27 22:16:54+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF FLORIDA AVENUE NW,398055.9,138735.95,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.9164889632,-77.0224171416,,2025/09/27 06:30:00+00,2025/09/27 21:20:00+00,807267701,
400436.0625,135043.815099999,25143576,2025/09/19 22:55:04+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET SE,400436.062494358,135043.815098751,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,38.8832309303,-76.9949741689,CAPITOL HILL,2025/09/19 21:00:00+00,2025/09/19 21:10:00+00,807267748,
402158.310000002,138824.530000001,25143889,2025/09/20 14:21:17+00,DAY,OTHERS,BURGLARY,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2025/09/20 13:02:00+00,2025/09/20 13:10:00+00,807267749,
402326.609999999,139507.5,25143896,2025/09/20 14:22:02+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2200 - 2399 BLOCK OF DOUGLAS STREET NE,402326.61,139507.5,5,5C,5,503,Cluster 22,011100 3,011100,Precinct 72,38.9234384072,-76.9731695752,,2025/09/19 21:30:00+00,2025/09/20 13:30:00+00,807267750,
