X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
399214.789999999,137753.75,25138524,2025/09/10 22:10:31+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,399214.79,137753.75,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9076427724,-77.0090530223,,2025/09/10 20:04:00+00,2025/09/10 20:38:00+00,807272058,
401728.259999998,138813.539999999,25138671,2025/09/11 01:04:08+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,401728.26,138813.54,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9171883705,-76.9800714834,,2025/09/11 00:11:00+00,2025/09/11 01:04:00+00,807272059,
398099.700000003,138672.41,25139518,2025/09/12 16:33:36+00,DAY,OTHERS,BURGLARY,1900 - 1999 BLOCK OF 7TH STREET NW,398099.7,138672.41,1,1B,3,306,Cluster 3,004801 2,004801,Precinct 137,38.9159166696,-77.0219119142,,2025/09/12 13:38:00+00,2025/09/12 16:29:00+00,807272060,
399283.030000001,129409.949999999,25139980,2025/09/13 05:06:34+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,3846 - 3999 BLOCK OF SOUTH CAPITOL STREET,399283.03,129409.95,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8324785022,-77.0082575523,,2025/09/13 04:13:00+00,2025/09/13 05:07:00+00,807272061,
398091.68,140566.859999999,25140921,2025/09/15 01:06:17+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,500 - 699 BLOCK OF PARK ROAD NW,398091.68,140566.86,1,1E,4,409,Cluster 2,003200 2,003200,Precinct 43,38.93298246,-77.0220096576,,2025/09/14 23:47:00+00,2025/09/15 00:59:00+00,807272062,
406381.159999996,134800.07,25141164,2025/09/15 14:06:23+00,DAY,OTHERS,THEFT F/AUTO,5133 - 5300 BLOCK OF FITCH STREET SE,406381.16,134800.07,7,7E,6,604,Cluster 33,007707 3,007707,Precinct 105,38.8810121332,-76.9264563249,,2025/09/15 04:00:00+00,,807272063,
400130.049999997,137796.989999998,25141645,2025/09/16 12:44:12+00,DAY,GUN,ROBBERY,1250 - 1299 BLOCK OF 5TH STREET NE,400130.05,137796.99,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9080326343,-76.9985005897,,2025/09/16 11:09:00+00,2025/09/16 12:13:00+00,807272064,
405836.261200003,137503.4421,25141864,2025/09/16 19:21:54+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 48TH PLACE NE,405836.261219369,137503.442109034,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.9053688866,-76.9327133849,,2025/09/16 18:48:00+00,,807272065,
393173.950000003,142324.530000001,25142421,2025/09/17 23:32:54+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4599 BLOCK OF 40TH STREET NW,393173.95,142324.53,3,3E,2,202,Cluster 11,001100 4,001100,Precinct 32,38.9487916125,-77.0787458915,,2025/09/17 21:08:00+00,2025/09/17 21:09:00+00,807272066,
406322.645900004,135301.999200001,25142917,2025/09/18 21:50:56+00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,5100 - 5299 BLOCK OF BASS PLACE SE,406322.64592382,135301.999226991,7,7E,6,604,Cluster 33,009905 1,009905,Precinct 104,38.8855341262,-76.9271260888,,2025/09/18 19:12:00+00,2025/09/18 21:00:00+00,807272067,
398010.079999998,138818.940000001,25143312,2025/09/19 15:53:00+00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.917236462,-77.0229457261,,2025/09/19 13:08:00+00,2025/09/19 14:40:00+00,807272068,
394265.100100003,138211.209899999,25143470,2025/09/19 20:12:09+00,EVENING,OTHERS,THEFT F/AUTO,33RD STREET NW AND DENT PLACE NW,394265.10005663,138211.20994969,2,2E,2,206,Cluster 4,000202 1,000202,Precinct 6,38.9117453687,-77.0661239257,GEORGETOWN,2025/09/19 14:48:00+00,2025/09/19 16:00:00+00,807272069,
400131.810000002,132949.079999998,25143762,2025/09/20 05:17:41+00,MIDNIGHT,OTHERS,THEFT/OTHER,700 - 999 BLOCK OF HOWARD ROAD SE,400131.81,132949.08,8,8A,7,703,Cluster 37,007401 1,007401,Precinct 119,38.8643608174,-76.9984812277,ANACOSTIA,2025/09/20 03:13:00+00,2025/09/20 04:57:00+00,807272070,
402634.490000002,139215.25,25143988,2025/09/20 17:54:30+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2300 - 2399 BLOCK OF BLADENSBURG ROAD NE,402634.49,139215.25,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9208048561,-76.9696202304,,2025/09/20 15:58:00+00,2025/09/20 16:00:00+00,807272071,
402061,135138,25131451,2025/08/29 04:18:46+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1900 BLOCK OF D STREET SE,402061,135138,7,7F,1,107,Cluster 26,006804 1,006804,Precinct 80,38.8840770766,-76.9762456966,,2025/08/28 21:10:00+00,2025/08/29 03:00:00+00,807272442,
397115.780000001,137977.23,25132285,2025/08/30 07:52:37+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2025/08/30 07:03:00+00,2025/08/30 07:10:00+00,807272443,
402196.480599999,131449.354800001,25132597,2025/08/31 02:52:14+00,EVENING,OTHERS,THEFT/OTHER,2001 - 2248 BLOCK OF ALABAMA AVENUE SE,402196.480639991,131449.354807416,8,8C,7,704,Cluster 38,007403 1,007403,Precinct 116,38.8508479239,-76.9746959826,,2025/08/30 20:30:00+00,2025/08/30 20:35:00+00,807272444,
397113.590000004,139035.620000001,25132694,2025/08/31 03:27:39+00,MIDNIGHT,OTHERS,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF W STREET NW,397113.59,139035.62,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,38.9191858993,-77.0332840438,,2025/08/31 00:59:00+00,2025/08/31 03:30:00+00,807272445,
398832.5,138600.449999999,25133398,2025/09/01 14:23:33+00,DAY,OTHERS,THEFT F/AUTO,104 - 199 BLOCK OF RHODE ISLAND AVENUE NW,398832.5,138600.45,5,5E,3,308,Cluster 21,003302 1,003302,Precinct 19,38.9152697089,-77.0134620468,,2025/08/31 18:00:00+00,2025/09/01 12:30:00+00,807272446,
397831.350000001,137185.52,25133742,2025/09/02 04:23:53+00,MIDNIGHT,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF K STREET NW,397831.35,137185.52,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,38.9025216331,-77.0250014995,DOWNTOWN,2025/09/01 22:00:00+00,2025/09/02 01:00:00+00,807272447,
397162.060000002,140182.43,25144749,2025/09/23 03:54:10+00,MIDNIGHT,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2025/09/22 02:17:00+00,2025/09/22 03:18:00+00,807272458,
397029.060000002,140633.18,25144854,2025/09/22 12:11:50+00,DAY,OTHERS,THEFT/OTHER,1400 - 1509 BLOCK OF MERIDIAN PLACE NW,397029.06,140633.18,1,1A,4,408,Cluster 2,002801 1,002801,Precinct 41,38.9335769402,-77.0342656988,,2025/09/22 05:00:00+00,,807272459,
400924.549999997,137563.02,25424021,2025/09/16 12:01:29+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF OATES STREET NE,400924.55,137563.02,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9059244747,-76.989340724,,2025/09/14 22:57:00+00,2025/09/14 22:58:00+00,807272765,
398500.509999998,138891.059999999,25424121,2025/09/24 12:31:41+00,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF OAKDALE PLACE NW,398500.51,138891.06,1,1B,3,306,Cluster 3,003400 1,003400,Precinct 20,38.9178871163,-77.0172907456,,2025/08/02 02:20:00+00,2025/09/01 02:20:00+00,807272766,
392993.140000001,139264.960000001,25424155,2025/09/26 10:31:24+00,MIDNIGHT,OTHERS,THEFT/OTHER,2300 - 2399 BLOCK OF 41ST STREET NW,392993.14,139264.96,3,3B,2,204,Cluster 14,000300 2,000300,Precinct 11,38.9212286746,-77.0808004895,,2025/09/24 23:15:00+00,2025/09/25 23:15:00+00,807272767,
406644.990800001,135770.715599999,25140697,2025/09/14 16:22:30+00,DAY,OTHERS,MOTOR VEHICLE THEFT,5346 - 5499 BLOCK OF EAST CAPITOL STREET,406644.990756119,135770.715643426,7,7C,6,604,Cluster 33,009903 2,009903,Precinct 105,38.8897541223,-76.9234062574,,2025/09/14 15:53:00+00,2025/09/14 16:30:00+00,807272913,
399778.82,137532.050000001,25140746,2025/09/14 18:13:04+00,DAY,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,399778.82,137532.05,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9056459446,-77.0025500075,NOMA,2025/09/13 21:20:00+00,2025/09/13 21:30:00+00,807272914,
393731.670000002,139295.760000002,25141253,2025/09/15 17:18:46+00,DAY,OTHERS,THEFT/OTHER,2301 - 2499 BLOCK OF WISCONSIN AVENUE NW,393731.67,139295.76,3,3B,2,204,Cluster 14,000400 2,000400,Precinct 12,38.9215117092,-77.0722843227,,2025/09/15 05:32:00+00,2025/09/15 05:37:00+00,807272915,
402318,136854,25141313,2025/09/15 19:27:43+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF LANGSTON TERRACE NE,402318,136854,5,5D,5,507,Cluster 23,008904 3,008904,Precinct 79,38.8995348016,-76.9732778229,,2025/09/15 17:48:00+00,2025/09/15 19:27:00+00,807272916,
405658.960000001,137644.170000002,25141408,2025/09/15 23:11:34+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 47TH PLACE NE,405658.96,137644.17,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.9066377716,-76.9347563413,,2025/09/15 20:39:00+00,2025/09/15 22:14:00+00,807272917,
402808.880000003,132407.5,25141723,2025/09/16 18:15:45+00,DAY,OTHERS,THEFT/OTHER,2700 - 2845 BLOCK OF ALABAMA AVENUE SE,402808.88,132407.5,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,38.8594775631,-76.9676370731,,2025/09/16 14:02:00+00,2025/09/16 14:40:00+00,807272918,
398758.710000001,145213.059999999,25142262,2025/09/17 16:03:45+00,DAY,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748378665,-77.014324859,,2025/09/17 15:37:00+00,2025/09/18 15:38:00+00,807272919,
401480.82,135898.760000002,25142363,2025/09/18 01:24:43+00,EVENING,OTHERS,BURGLARY,1500 - 1599 BLOCK OF A STREET NE,401480.82,135898.76,7,7D,1,108,Cluster 26,008002 1,008002,Precinct 86,38.890931459,-76.9829309913,,2025/09/17 14:00:00+00,2025/09/17 18:15:00+00,807272920,
398585.310000002,141701.890000001,25143276,2025/09/19 15:21:32+00,DAY,OTHERS,ROBBERY,300 - 399 BLOCK OF VARNUM STREET NW,398585.31,141701.89,4,4C,4,407,Cluster 18,002301 2,002301,Precinct 46,38.9432080784,-77.0163187036,,2025/09/19 13:09:00+00,2025/09/19 13:11:00+00,807272921,
399058.140000001,143187.050000001,25145600,2025/09/23 19:15:28+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,11 - 99 BLOCK OF KENNEDY STREET NW,399058.14,143187.05,4,4B,4,406,Cluster 17,002102 2,002102,Precinct 57,38.9565874414,-77.0108665639,,2025/09/18 19:00:00+00,2025/09/23 19:05:00+00,807272922,
397654.880000003,137620.940000001,25145865,2025/09/24 04:10:03+00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF 11TH STREET NW,397654.88,137620.94,2,2F,3,307,Cluster 7,004902 2,004902,Precinct 129,38.9064435961,-77.0270374383,,2025/09/24 03:22:00+00,2025/09/24 03:37:00+00,807272923,
394867.619999997,137533.27,25145867,2025/09/24 06:37:35+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1200 - 1226 BLOCK OF 30TH STREET NW,394867.62,137533.27,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9056419784,-77.0591717505,GEORGETOWN,2025/09/24 01:00:00+00,2025/09/25 03:55:00+00,807272924,
402552.015000001,130818.280099999,25146064,2025/09/24 17:22:59+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,2300 - 2399 BLOCK OF SOUTHERN AVENUE SE,402552.014976321,130818.28008683,8,8E,7,704,Cluster 38,007409 1,007409,Precinct 116,38.8451619667,-76.9706024778,,2025/09/24 10:00:00+00,2025/09/24 11:00:00+00,807272925,
402137.372100003,130830.775899999,25131552,2025/08/29 05:46:48+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1900 - 2099 BLOCK OF TRENTON PLACE SE,402137.372095936,130830.775862842,8,8E,7,704,Cluster 38,007409 2,007409,Precinct 116,38.8452756393,-76.97537885,,2025/08/02 02:20:00+00,2025/08/29 03:25:00+00,807273017,
395709.909999996,137490.940000001,25131804,2025/08/29 16:15:48+00,DAY,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF M STREET NW,395709.91,137490.94,2,2A,2,208,Cluster 5,005501 1,005501,Precinct 4,38.9052651697,-77.0494606379,,2025/08/28 22:40:00+00,2025/08/29 15:25:00+00,807273018,
397782.259999998,139614.25,25132491,2025/08/30 19:29:16+00,EVENING,OTHERS,THEFT F/AUTO,2600 - 2699 BLOCK OF SHERMAN AVENUE NW,397782.26,139614.25,1,1B,3,304,Cluster 2,003500 1,003500,Precinct 37,38.9244003267,-77.0255752829,,2025/08/30 07:00:00+00,2025/08/30 15:30:00+00,807273019,
403687.840000004,135089.0,25133298,2025/09/01 06:10:25+00,MIDNIGHT,OTHERS,THEFT/OTHER,MINNESOTA AVENUE SE AND ELY PLACE SE,403687.84000138,135088.99999479,7,7B,6,603,Cluster 32,007703 4,007703,Precinct 107,38.8836303473,-76.9574956215,,2025/08/30 18:00:00+00,2025/08/30 18:30:00+00,807273020,
393645.649999999,140765.550000001,25133371,2025/09/01 12:38:39+00,DAY,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2,204,Cluster 14,001002 4,001002,Precinct 29,38.934751414,-77.0732898841,,2025/09/01 12:04:00+00,2025/09/01 12:29:00+00,807273021,
396747.43,138141.149999999,25133848,2025/09/02 12:25:12+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF Q STREET NW,396747.43,138141.15,2,2B,3,301,Cluster 6,005302 2,005302,Precinct 15,38.9111269368,-77.0375021049,,2025/09/01 20:00:00+00,2025/09/02 12:00:00+00,807273022,
399822.770000003,134656.57,25134092,2025/09/02 20:21:21+00,EVENING,OTHERS,THEFT F/AUTO,800 - 899 BLOCK OF 3RD STREET SE,399822.77,134656.57,8,8F,1,106,Cluster 27,007203 4,007203,Precinct 131,38.8797425665,-77.0020425616,CAPITOL RIVERFRONT,2025/09/02 12:00:00+00,2025/09/02 12:05:00+00,807273023,
395652.109999999,137055.530000001,25134477,2025/09/03 13:38:28+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 23RD STREET NW,395652.11,137055.53,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,38.9013425592,-77.0501242602,,2025/08/12 21:00:00+00,2025/08/13 00:00:00+00,807273024,
397700.490000002,137709.109999999,25135357,2025/09/05 00:48:59+00,EVENING,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF N STREET NW,397700.49,137709.11,2,2F,3,307,Cluster 7,004902 2,004902,Precinct 129,38.9072379825,-77.0265118851,,2025/09/03 23:00:00+00,2025/09/04 11:30:00+00,807273025,
398027.881399997,134533.776900001,25136010,2025/09/06 01:11:30+00,EVENING,OTHERS,THEFT/OTHER,MAINE AVENUE SW AND 7TH STREET SW,398027.88140412,134533.77685828,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,38.8786342041,-77.0227281563,SOUTHWEST,2025/09/06 00:13:00+00,,807273026,
398185.289999999,138225.329999998,25136413,2025/09/06 21:59:58+00,EVENING,OTHERS,ROBBERY,1600 - 1699 BLOCK OF MARION STREET NW,398185.29,138225.33,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9118894038,-77.0209238144,,2025/09/06 19:20:00+00,2025/09/06 20:26:00+00,807273027,
400186.171300001,134410.486000001,25136415,2025/09/06 20:37:21+00,EVENING,OTHERS,THEFT/OTHER,500 - 699 BLOCK OF L STREET SE,400186.171326126,134410.486010164,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,38.8775257435,-76.997854457,CAPITOL RIVERFRONT,2025/09/06 19:00:00+00,2025/09/06 20:35:00+00,807273028,
394555.899999999,137240.98,25146355,2025/09/25 04:32:25+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1000 - 1025 BLOCK OF WISCONSIN AVENUE NW,394555.9,137240.98,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.9030070526,-77.0627632853,,2025/09/23 22:30:00+00,2025/09/24 01:45:00+00,807273310,
402158.310000002,138824.530000001,25147096,2025/09/26 14:08:44+00,DAY,OTHERS,BURGLARY,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2025/09/26 04:30:00+00,2025/09/26 13:00:00+00,807273311,
400840.659999996,139142.940000001,25147472,2025/09/27 01:10:20+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,38.9201570109,-76.9903059701,,2025/09/27 00:41:00+00,2025/09/27 01:10:00+00,807273312,
398186.039999999,137185.329999998,25147766,2025/09/27 17:24:26+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186.04,137185.33,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,38.902520725,-77.0209124198,MOUNT VERNON TRIANGLE CID,2025/09/27 13:59:00+00,2025/09/27 15:49:00+00,807273313,
393930.75,143053.27,25144005,2025/09/20 23:28:07+00,EVENING,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF CONNECTICUT AVENUE NW,393930.75,143053.27,3,3F,2,203,Cluster 10,001402 3,001402,Precinct 138,38.9553618526,-77.0700218345,,2025/09/17 19:30:00+00,2025/09/17 19:50:00+00,807273383,
397746.039999999,138792.469999999,25144291,2025/09/21 06:03:03+00,MIDNIGHT,OTHERS,THEFT/OTHER,10TH STREET NW AND U STREET NW,397746.03999586,138792.47001423,1,1B,3,305,Cluster 3,004401 3,004401,Precinct 22,38.9169973741,-77.0259902788,,2025/09/21 05:48:00+00,2025/09/21 05:51:00+00,807273384,
397694.829999998,146283.34,25144614,2025/09/21 22:14:28+00,EVENING,OTHERS,THEFT/OTHER,7816 - 7899 BLOCK OF GEORGIA AVENUE NW,397694.83,146283.34,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,38.9844770368,-77.0266059526,,2025/09/21 21:17:00+00,2025/09/21 21:52:00+00,807273385,
402158.310000002,138824.530000001,25145414,2025/09/23 15:06:25+00,DAY,OTHERS,BURGLARY,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2025/09/23 02:23:00+00,2025/09/23 13:06:00+00,807273386,
396738.210000001,140714.850000001,25147126,2025/09/26 15:18:35+00,DAY,OTHERS,THEFT/OTHER,3400 - 3430 BLOCK OF BROWN STREET NW,396738.21,140714.85,1,1D,3,302,Cluster 2,002703 1,002703,Precinct 40,38.9343116166,-77.0376206406,,2025/09/25 15:26:00+00,2025/09/25 16:30:00+00,807273387,
401498.969999999,138734.57,25423792,2025/08/30 14:01:25+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,401498.97,138734.57,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9164774036,-76.9827155922,,2025/08/28 21:07:00+00,2025/08/28 21:19:00+00,807273407,
401498.969999999,138734.57,25423906,2025/09/09 14:02:04+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,401498.97,138734.57,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9164774036,-76.9827155922,,2025/07/30 23:19:00+00,2025/07/30 23:19:00+00,807273408,
394895.399999999,140924.899999999,25424044,2025/09/17 19:33:40+00,EVENING,OTHERS,THEFT F/AUTO,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,,,Cluster 15,000600 2,000600,Precinct 27,38.9361950358,-77.0588766912,,2025/09/13 15:46:00+00,2025/09/13 19:05:00+00,807273409,
396231.979999997,139315.649999999,25424059,2025/09/18 11:02:07+00,DAY,OTHERS,THEFT/OTHER,1811 - 1852 BLOCK OF COLUMBIA ROAD NW,396231.98,139315.65,1,1C,3,303,Cluster 1,004001 1,004001,Precinct 25,38.9217051624,-77.043451684,ADAMS MORGAN,2025/09/15 16:40:00+00,2025/09/16 13:00:00+00,807273410,
401830.060000002,130676.239999998,25136485,2025/09/07 02:22:30+00,EVENING,OTHERS,THEFT/OTHER,3411 - 3599 BLOCK OF STANTON ROAD SE,401830.06,130676.24,8,8E,7,704,Cluster 38,007409 3,007409,Precinct 116,38.8438842047,-76.9789192984,,2025/09/06 23:00:00+00,2025/09/06 23:26:00+00,807273412,
399351.719999999,137531.68,25136869,2025/09/07 20:24:49+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF M STREET NE,399351.72,137531.68,6,6E,5,501,Cluster 25,010603 2,010603,Precinct 144,38.9056424003,-77.007474088,NOMA,2025/09/07 19:16:00+00,2025/09/07 20:01:00+00,807273413,
397504.780000001,143027.699999999,25138321,2025/09/10 14:27:31+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,1200 - 1299 BLOCK OF JEFFERSON STREET NW,397504.78,143027.7,4,4E,4,403,Cluster 18,002002 3,002002,Precinct 54,38.9551489354,-77.0287876337,,2025/09/10 12:56:00+00,,807273414,
392884.200000003,139893.809999999,25139005,2025/09/11 17:48:26+00,DAY,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF NEW MEXICO AVENUE NW,392884.2,139893.81,3,3B,2,204,Cluster 14,000703 2,000703,Precinct 28,38.9268926783,-77.082063263,,2025/09/10 09:00:00+00,2025/09/11 09:30:00+00,807273415,
403415.764399998,135000.929200001,25139395,2025/09/12 09:28:50+00,MIDNIGHT,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF E STREET SE,403415.764449123,135000.929242712,7,7B,6,603,Cluster 32,007708 2,007708,Precinct 132,38.8828380712,-76.9606318788,,2025/09/12 09:02:00+00,,807273416,
393645.649999999,140765.550000001,25139414,2025/09/12 12:05:56+00,DAY,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2,204,Cluster 14,001002 4,001002,Precinct 29,38.934751414,-77.0732898841,,2025/09/12 11:39:00+00,2025/09/12 11:42:00+00,807273417,
401004.766800001,131818.155200001,25140266,2025/09/13 20:17:55+00,EVENING,OTHERS,BURGLARY,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004.766846885,131818.155159758,8,8B,7,703,Cluster 37,007406 2,007406,Precinct 118,38.8541724053,-76.9884242906,,2025/09/13 18:55:00+00,2025/09/13 19:39:00+00,807273418,
402727.850000001,131992.120000001,25147318,2025/09/26 20:50:59+00,EVENING,OTHERS,THEFT/OTHER,2814 - 2899 BLOCK OF 28TH STREET SE,402727.85,131992.12,8,8B,7,702,Cluster 36,007502 2,007502,Precinct 134,38.855735899,-76.9685723198,,2025/09/23 15:45:00+00,2025/09/23 16:00:00+00,807273770,
399211.600000001,133853.100000001,25147566,2025/09/27 05:35:10+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF SOUTH CAPITOL STREET,399211.6,133853.1,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,38.8725042548,-77.0090853253,CAPITOL RIVERFRONT,2025/09/26 20:00:00+00,2025/09/28 03:45:00+00,807273771,
397228.409999996,136778.640000001,25138852,2025/09/11 13:34:28+00,DAY,OTHERS,THEFT/OTHER,700 - 723 BLOCK OF 14TH STREET NW,397228.41,136778.64,2,2C,2,209,Cluster 8,005802 2,005802,Precinct 129,38.8988546185,-77.0319509116,DOWNTOWN,2025/09/11 12:16:00+00,2025/09/11 12:17:00+00,807273853,
399058.280000001,137708.629999999,25138898,2025/09/11 16:14:26+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1 - 99 BLOCK OF N STREET NW,399058.28,137708.63,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.907236162,-77.0108574312,,2025/09/11 13:47:00+00,2025/09/11 14:58:00+00,807273854,
401367.170000002,132523.550000001,25139425,2025/09/12 15:29:11+00,DAY,OTHERS,THEFT/OTHER,1471 - 1499 BLOCK OF BANGOR STREET SE,401367.17,132523.55,8,8A,7,701,Cluster 28,007503 2,007503,Precinct 114,38.8605264129,-76.9842477171,,2025/09/11 18:09:00+00,2025/09/11 20:30:00+00,807273855,
397184.520000003,139908.43,25140267,2025/09/13 20:55:31+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2900 - 2999 BLOCK OF 14TH STREET NW,397184.52,139908.43,1,1A,3,302,Cluster 2,002802 2,002802,Precinct 36,38.9270486811,-77.032469709,,2025/09/13 18:06:00+00,2025/09/13 19:40:00+00,807273856,
396455.479999997,139555.850000001,25140630,2025/09/14 13:08:21+00,DAY,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2025/09/14 12:42:00+00,2025/09/14 13:00:00+00,807273857,
400134.539999999,130213.309999999,25140978,2025/09/15 03:01:41+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,3300 - 3699 BLOCK OF 6TH STREET SE,400134.54,130213.31,8,8C,7,705,Cluster 39,009804 1,009804,Precinct 122,38.8397158173,-76.9984503066,,2025/09/15 02:05:00+00,2025/09/15 02:39:00+00,807273858,
399171.829999998,140371.449999999,25141117,2025/09/15 12:35:56+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF IRVING STREET NW,399171.83,140371.45,5,5E,4,405,Cluster 21,002302 3,002302,Precinct 44,38.9312238292,-77.0095514843,,2025/09/15 04:01:00+00,2025/09/15 06:00:00+00,807273859,
